O_ORDERKEY | O_CUSTKEY | O_ORDERSTATUS | O_TOTALPRICE | O_ORDERDATE | O_ORDERPRIORITY | O_CLERK | O_SHIPPRIORITY | O_COMMENT
17922|232|F|32103.91|1994-10-02|2-HIGH|Clerk#000000277|0|f the requests. final, ironic dugouts was. special foxes
17923|68|O|136803.74|1998-07-05|5-LOW|Clerk#000000683|0|fully ironic foxes. unusual, ironi
17924|143|O|175855.94|1995-08-27|1-URGENT|Clerk#000000015|0|gular pinto beans was even accounts! 
17925|395|F|18487.75|1992-09-25|1-URGENT|Clerk#000000294|0|sits are quickly slyly ironic accounts. slyly regular accounts wake sly
17926|326|O|137468.04|1995-11-11|1-URGENT|Clerk#000000250|0|es believe after the furiously sly accou
17927|64|F|63375.25|1994-08-10|3-MEDIUM|Clerk#000000868|0|es. fluffily special deposits sleep. regular, express courts after the iron
17952|100|F|66862.09|1993-10-12|3-MEDIUM|Clerk#000000016|0|fluffily final epitaphs haggle slyly pending accounts. requ
17953|287|F|178674.66|1992-08-21|2-HIGH|Clerk#000000464|0|latelets nag carefully carefully final requests. slyly reg
17954|334|F|58077.23|1992-11-12|2-HIGH|Clerk#000000886|0|theodolites against the carefully thin requests 
17955|319|O|164706.86|1998-07-22|5-LOW|Clerk#000000708|0|accounts boost slyly blithely speci
17956|193|F|115728.88|1993-08-06|1-URGENT|Clerk#000000103|0|ests. ironic, regular grouches nag r
17957|292|F|41233.71|1993-12-10|4-NOT SPECIFIED|Clerk#000000907|0| promise. quickly even d
17958|229|O|160438.92|1995-08-12|5-LOW|Clerk#000000258|0|ly express foxes. accounts sleep. slyly silent packages wake slyly 
17959|13|F|81681.28|1992-09-10|3-MEDIUM|Clerk#000000373|0| x-ray. carefully regular accounts wake above the slyl
17984|124|O|204577.35|1997-05-18|2-HIGH|Clerk#000000551|0|uriously. accounts cajole quickly against the carefully final accounts. even i
17985|407|P|130647.39|1995-04-13|3-MEDIUM|Clerk#000000959|0|s after the slyly careful instructions haggle after the carefully ir
17986|202|F|139142.31|1992-04-06|4-NOT SPECIFIED|Clerk#000000044|0|nag slyly ironic account
17987|29|F|42523.10|1994-08-07|3-MEDIUM|Clerk#000000496|0|cial accounts sleep; furiously pending pinto beans bo
17988|373|F|232043.39|1993-09-23|5-LOW|Clerk#000000290|0|ts wake about the even dependencies. furiously pending accounts cajole at th
