O_ORDERKEY | O_CUSTKEY | O_ORDERSTATUS | O_TOTALPRICE | O_ORDERDATE | O_ORDER-PRIORITY | O_CLERK | O_SHIP-PRIORITY | O_COMMENT
11937|427|O|125242.49|1998-06-27|1-URGENT|Clerk#000000941|0|ic deposits sleep carefully special, regular foxes. special theo
11938|20|O|147813.43|1998-07-25|1-URGENT|Clerk#000000911|0|iously above the reg
11939|400|O|67126.42|1996-10-01|2-HIGH|Clerk#000000610|0|iously regular dinos cajole furiously foxes. blithely regular foxes acr
11940|205|O|151993.43|1998-05-30|2-HIGH|Clerk#000000152|0|ular ideas cajole quickly
11941|199|F|151786.78|1993-06-25|1-URGENT|Clerk#000000392|0| instructions. carefully final theodolites wake quickly. carefully iro
11942|397|F|48294.76|1994-05-09|1-URGENT|Clerk#000000317|0|ely bold accounts are carefully alongside of the unusual packages. slyly eve
11943|73|F|209641.90|1993-04-08|5-LOW|Clerk#000000724|0|requests haggle quickly about the carefully 
11968|94|F|36567.32|1995-03-17|5-LOW|Clerk#000000526|0|g frets was above the fur
11969|136|F|247211.41|1992-01-20|4-NOT SPECIFIED|Clerk#000000641|0|efully. blithely pending deposits haggle regular, regular
11970|281|O|213690.30|1998-05-24|1-URGENT|Clerk#000000885|0|cial pinto beans. blithely expres
11971|406|O|87377.95|1997-03-21|2-HIGH|Clerk#000000026|0|slyly regular requests lose quickly: depen
11972|419|F|134129.10|1994-01-04|4-NOT SPECIFIED|Clerk#000000751|0|riously silent gifts affix slyl
11973|190|F|124830.92|1994-03-04|4-NOT SPECIFIED|Clerk#000000545|0| regular theodolites use carefully pen
11974|410|F|59710.49|1992-10-09|4-NOT SPECIFIED|Clerk#000000595|0|slyly unusual accounts according to the blithely ironic ideas boost furio
11975|97|O|175822.75|1995-04-14|1-URGENT|Clerk#000000551|0|on the bold ideas cajole across the f
12000|346|F|79496.27|1994-05-13|4-NOT SPECIFIED|Clerk#000000683|0|s against the furiously ironic grouches sleep according to the e
